Accession_no	 Seq_length	 NumberofN	 Coll_Date	 Pub_Date	 
FJ882526.1	10690	0	2006	2009	
KM403623.1	10714	0	2013	2014	
FJ882588.1	10594	0	2007	2009	
GQ199896.1	10679	0	2006	2009	
FJ182022.1	10690	0	2007	2008	
GQ199848.1	10690	0	2006	2009	
GQ868574.1	10663	0	2003	2009	
GQ868514.1	10684	0	2007	2009	
DQ645555.1	10616	0	na	2006	
FJ461341.1	10690	0	2008	2008	
EU081237.1	10722	0	2005	2007	
EU081271.1	10735	0	2005	2007	
AB122022.1	10723	0	na	2003	
HQ705615.1	10431	0	2009	2010	
KC692498.1	10735	0	2009	2013	
FJ639802.1	10691	0	2004	2009	
JQ513344.1	10604	0	2011	2012	
EU920832.1	10698	0	1999	2008	
GQ868546.1	10663	0	2006	2009	
JN819403.1	10462	0	2006	2011	
JN983813.1	10649	0	2010	2011	
EU596497.1	10680	0	2007	2008	
KJ622195.1	10711	0	2013	2014	
EU687232.1	10662	0	2001	2008	
FJ882555.1	10678	0	2007	2009	
GU131927.1	10531	0	2007	2009	
FJ639834.1	10665	0	2007	2009	
GU131903.1	10509	0	2008	2009	
EU660390.1	10690	0	2006	2008	
KX380797.1	10734	0	2012	2016	
AY277665.2	10735	0	na	2003	
FJ024429.1	10690	0	2007	2008	
GU318311.1	10500	6486	na	2009	
JN819421.1	10403	0	2007	2011	
EU482472.1	10678	0	2004	2008	
DI403036.1	10648	0	na	2014	
FJ432734.1	10689	0	2007	2008	
DQ645541.1	10616	0	na	2006	
FJ687428.1	10677	0	2001	2009	
FJ410258.1	10690	0	2008	2008	
GQ398293.1	10723	0	1994	2009	
KJ189298.1	10692	0	2008	2014	
DQ675532.1	10707	0	1998	2006	
FJ024442.1	10690	0	2007	2008	
AY618993.1	10653	0	na	2004	
KC762626.1	10735	0	2008	2013	
FM210233.2	10685	0	2004	2008	
AB189123.1	10723	0	na	2004	
FJ850107.1	10667	0	2008	2009	
HM181934.1	10525	0	2006	2010	
JQ045667.1	10671	0	na	2011	
KM279568.1	10723	0	2012	2014	
KM279594.1	10723	0	2012	2014	
EU482450.1	10678	0	2006	2008	
HQ891024.1	10615	0	2008	2011	
FJ410223.1	10677	0	2007	2008	
GU131898.1	10643	0	2008	2009	
EU081239.1	10735	0	2005	2007	
FJ898395.1	10681	0	2005	2009	
KX380836.1	10719	0	2013	2016	
GQ398288.1	10722	0	1994	2009	
EU482668.1	10678	0	2006	2008	
JQ045643.1	10669	0	na	2011	
FJ196851.1	10723	0	1998	2008	
EU482458.1	10653	0	2006	2008	
EU482525.1	10690	0	2006	2008	
HQ332171.1	10707	0	2006	2010	
FJ639776.1	10648	0	2002	2009	
JF730049.1	10308	0	2007	2011	
KF921931.1	10370	0	2003	2013	
GU131866.1	10526	0	2007	2009	
HQ332179.1	10735	0	2007	2010	
GU131882.1	10644	0	2008	2009	
KF921951.1	10252	0	2008	2013	
EU482531.1	10690	0	2006	2008	
FM210217.1	10685	0	1999	2008	
KC762669.1	10723	0	2007	2013	
KM403616.1	10714	0	2013	2014	
JF357907.1	10477	0	2007	2011	
EU482679.1	10678	0	2007	2008	
KJ643590.1	10692	0	2007	2014	
GQ868608.1	10690	0	2007	2009	
KJ579242.1	10649	0	2012	2014	
DQ401692.1	10707	0	na	2006	
KF744400.1	10176	0	2000	2013	
JF730053.1	10476	0	2006	2011	
EU482553.1	10678	0	2006	2008	
KC762628.1	10735	0	2008	2013	
HQ332189.1	10722	0	2007	2010	
HM181962.1	10467	0	2008	2010	
AF309641.1	10721	0	na	2000	
JN819413.1	10527	0	2006	2011	
GU131712.1	10465	0	2008	2009	
JF920402.1	10680	0	2009	2011	
KJ596666.1	10649	0	2012	2014	
GU131695.1	10477	0	2008	2009	
KR919820.1	10724	0	2014	2015	
FJ882577.1	10661	0	2001	2009	
EU482727.1	10678	0	1998	2008	
FJ410209.1	10678	0	2007	2008	
FJ639829.1	10679	0	2001	2009	
EU482757.1	10675	0	2005	2008	
FJ898450.1	10678	0	1990	2009	
FJ898371.1	10674	0	2007	2009	
JF937643.1	10538	0	2009	2011	
HQ166034.1	10538	0	2009	2010	
FJ882567.1	10690	0	2003	2009	
EU854292.1	10648	0	2005	2008	
EU621672.1	10711	0	2007	2008	
KC762696.1	10653	0	2007	2013	
KC762648.1	10735	0	2008	2013	
KF955442.1	10628	0	2007	2013	
GQ868497.1	10664	0	2006	2009	
FJ373298.1	10690	0	2007	2008	
EU482523.1	10690	0	2006	2008	
FJ182025.1	10690	0	2007	2008	
GU131977.1	10658	0	2007	2009	
JN819406.1	10357	0	2006	2011	
KM403579.1	10714	0	2013	2014	
EU482650.1	10678	0	2006	2008	
KM279580.1	10322	0	2013	2014	
FJ410178.1	10647	0	2002	2008	
KR296744.1	10702	0	2013	2015	
HM631861.1	10534	0	2009	2010	
KJ189364.1	10444	0	2010	2014	
HQ624983.1	10562	0	2007	2010	
EU596488.1	10678	0	2007	2008	
GQ398277.1	10723	0	1994	2009	
GU131967.1	10595	0	2007	2009	
FJ182039.1	10648	0	2005	2008	
GQ868549.1	10678	0	2008	2009	
EU596496.1	10681	0	2007	2008	
EU081199.1	10707	0	2005	2007	
EF105384.1	10724	1	1970	2006	
GU056033.1	10471	0	1998	2009	
EU482809.1	10690	0	2006	2008	
EU482672.1	10678	0	2006	2008	
KJ189279.1	10692	0	2007	2014	
EU596486.1	10678	0	1996	2008	
FJ744717.1	10678	0	2001	2009	
FJ639677.1	10690	0	2003	2009	
AB074760.1	10735	0	na	2001	
JQ920481.1	10671	0	1989	2012	
M29095.1	10723	7	na	1988	
JQ513333.1	10604	0	2010	2012	
EU081185.1	10707	0	2005	2007	
FJ882579.1	10674	0	2007	2009	
FJ850102.1	10690	0	2007	2009	
KC692511.1	10735	0	2010	2013	
GQ868623.1	10677	0	2005	2009	
KF479233.1	10723	0	2013	2013	
KF955527.1	9611	170	2007	2013	
EU482733.1	10676	0	1998	2008	
FJ410183.1	10690	0	1993	2008	
KM403582.1	10714	0	2013	2014	
KF955476.1	10462	0	1983	2013	
GU318313.1	10500	6486	na	2009	
GU131830.1	10453	0	2008	2009	
FJ882591.1	10593	0	2007	2009	
GQ398302.1	10723	0	1994	2009	
KJ189350.1	10445	0	2012	2014	
GU131850.1	10525	0	2006	2009	
KJ189342.1	10444	0	2009	2014	
EU081221.1	10706	0	2005	2007	
EU482490.1	10675	0	2007	2008	
FJ410222.1	10669	0	2007	2008	
DI401606.1	10735	0	na	2014	
FM210228.1	10685	0	2003	2008	
GU131836.1	10556	0	2004	2009	
AF022436.1	10723	0	na	1997	
HQ012538.1	10173	0	1990	2010	
GU131858.1	10525	0	2006	2009	
KM279553.1	10723	0	2012	2014	
DQ645553.1	10671	0	na	2006	
EU482453.1	10653	0	2006	2008	
GQ868535.1	10690	0	2008	2009	
KX380809.1	10722	0	2012	2016	
GU131826.1	10471	0	2008	2009	
FJ906957.1	10678	0	1996	2009	
FJ850114.1	10714	0	2005	2009	
EU482800.1	10690	0	2006	2008	
EU482737.1	10678	0	1994	2008	
FJ913015.1	10663	0	2001	2009	
KF704356.1	10176	0	1981	2013	
GQ398284.1	10723	0	1994	2009	
KF955511.1	9692	0	2005	2013	
FJ176779.1	10735	0	2006	2008	
HM756277.1	10540	0	2009	2010	
FJ373300.1	10679	0	2007	2008	
AY762085.1	10649	1	na	2004	
JX669499.1	10707	0	2004	2012	
FJ639737.1	10567	0	1998	2009	
JN819402.1	10695	0	2005	2011	
KC692507.1	10735	0	2009	2013	
KX380817.1	10723	0	2012	2016	
EU081267.1	10735	0	2005	2007	
JQ915084.1	10573	0	2010	2012	
GU131749.1	10486	0	2008	2009	
AF100466.2	10682	0	na	1998	
EU482574.1	10678	0	1987	2008	
FJ639670.1	10693	0	2001	2009	
FJ873809.1	10684	0	2007	2009	
JQ922547.1	10395	0	1960	2012	
HM631854.1	10665	0	2008	2010	
GU318310.1	10499	6486	na	2009	
GU131775.1	10486	0	2008	2009	
AF311958.1	10735	0	na	2000	
KF921926.1	10556	0	2010	2013	
GQ868641.1	10678	0	2007	2009	
KJ596669.1	10649	0	2012	2014	
EU482822.1	10690	0	2006	2008	
JF937613.1	10386	0	2008	2011	
JN851119.1	10176	0	2008	2011	
FJ639743.1	10674	0	1999	2009	
JF808127.1	10707	0	2002	2011	
FJ562098.1	10665	0	2007	2008	
EU482573.1	10660	0	1987	2008	
JN819420.1	10487	0	2007	2011	
FJ744710.1	10678	0	2001	2009	
EU482814.1	10690	0	2006	2008	
GU131757.1	10471	0	2008	2009	
FJ873813.1	10637	0	2008	2009	
EU482709.1	10690	0	2007	2008	
JQ922557.1	10657	0	2005	2012	
AY648961.1	10707	0	na	2004	
JQ045636.1	10671	0	na	2011	
KJ189339.1	10449	0	2008	2014	
GU131747.1	10486	0	2008	2009	
EU596489.1	10678	0	2007	2008	
EU569707.1	10678	0	1995	2008	
EU482609.1	10690	0	2007	2008	
JQ045638.1	10671	0	na	2011	
HQ891025.1	10287	0	2009	2011	
GQ868567.1	10690	0	2007	2009	
AF169687.1	10723	0	na	1999	
EU569717.1	10678	0	1997	2008	
EU482615.1	10690	0	2005	2008	
KJ189325.1	10444	0	2007	2014	
KF973476.1	10696	0	2011	2013	
FJ461339.1	10690	0	2008	2008	
KC294204.1	10723	0	2011	2012	
JN851117.1	10176	0	2007	2011	
JX669469.1	10736	0	1997	2012	
GQ868525.1	10684	0	2007	2009	
KF955360.1	10531	0	2006	2013	
KT187557.1	10723	0	2014	2015	
DQ645544.1	10671	0	na	2006	
EU596501.1	10690	0	2004	2008	
KP188560.1	10576	0	2012	2014	
AY858042.2	10707	0	na	2004	
KF955411.1	9286	0	2000	2013	
FJ410280.1	10690	0	2008	2008	
JX669483.1	10725	0	1997	2012	
JX669475.1	10737	0	2002	2012	
EU482712.1	10690	0	2007	2008	
FJ898405.1	10679	0	2006	2009	
FJ205870.1	10648	0	2003	2008	
FJ410235.1	10679	0	2008	2008	
KJ189337.1	10446	0	2008	2014	
FJ196854.1	10723	0	1993	2008	
FJ410180.1	10690	0	1995	2008	
FJ850048.1	10652	0	2008	2009	
KT726342.1	10663	0	2001	2015	
KC294218.1	10723	0	2011	2012	
FJ744708.1	10689	0	2007	2009	
EU529704.1	10649	0	2004	2008	
FJ898411.1	10690	0	2006	2009	
GQ199829.1	10690	0	2007	2009	
EU687249.1	10678	0	2007	2008	
DQ672564.1	10735	0	2001	2006	
EU081257.1	10735	0	2005	2007	
FJ744732.1	10648	0	2001	2009	
GQ868536.1	10684	0	2008	2009	
DQ645542.1	10616	0	na	2006	
EU482708.1	10690	0	2007	2008	
EU482794.1	10689	0	2006	2008	
HQ671178.1	10583	0	2009	2010	
JN093513.1	10690	0	2010	2011	
EU482689.1	10680	0	2006	2008	
EU081273.1	10735	0	2005	2007	
KF955516.1	9627	0	2008	2013	
KJ622191.1	10710	0	2013	2014	
KM279538.1	10723	0	2012	2014	
EU677161.1	10690	0	2007	2008	
FJ882554.1	10676	0	2007	2009	
FJ898385.1	10690	0	2007	2009	
GU131769.1	10462	0	2008	2009	
HQ705622.1	10681	0	2009	2010	
JQ920488.1	10671	0	1995	2012	
FJ182002.1	10690	0	2005	2008	
EU482808.1	10690	0	2006	2008	
GQ868510.1	10684	0	2007	2009	
KF955433.1	10686	83	2008	2013	
HQ705619.1	10680	0	2009	2010	
KC294216.1	10723	0	2002	2012	
HQ012533.1	10173	0	1990	2010	
EU920842.1	10726	0	2005	2008	
KJ189278.1	10694	0	2007	2014	
JN093517.1	10310	0	2009	2011	
KJ189266.1	10696	0	2004	2014	
FJ639806.1	10685	0	2007	2009	
HQ705611.1	10685	0	2009	2010	
EU482732.1	10678	0	1998	2008	
JQ287665.1	10520	0	2007	2011	
GU131907.1	10525	0	2006	2009	
GU131796.1	10467	0	2008	2009	
EU482595.1	10663	0	2003	2008	
AY858045.2	10707	0	na	2004	
EU677153.1	10690	0	2007	2008	
EU482476.1	10690	0	2003	2008	
KM279526.1	10723	0	2011	2014	
DQ401695.1	10707	0	na	2006	
EU081270.1	10735	0	2005	2007	
KU094071.1	10736	0	2015	2015	
GU131697.1	10453	0	2008	2009	
JQ915090.1	10246	0	2009	2012	
JQ922550.1	10619	0	1971	2012	
KP772252.1	10735	0	2014	2015	
FJ547071.1	10648	0	2000	2008	
KP188555.1	10657	0	2013	2014	
GU131687.1	10467	0	2008	2009	
EU687220.1	10678	0	1996	2008	
KC762678.1	10723	0	2010	2013	
FJ639772.1	10648	0	2007	2009	
KF955437.1	9725	0	1998	2013	
NC_001474.2	10723	0	1964	1997	
FJ882553.1	10680	0	2007	2009	
KJ189302.1	10445	0	1998	2014	
FJ024436.1	10690	0	2007	2008	
KM279582.1	10723	0	2011	2014	
GQ868598.1	10678	0	1991	2009	
GQ199831.1	10690	0	2003	2009	
EU569719.1	10677	0	1997	2008	
JX669505.1	10707	0	2006	2012	
EU482780.1	10678	0	2003	2008	
FJ882602.1	10677	0	1996	2009	
DI401645.1	10723	0	na	2014	
KF041258.1	10675	0	2009	2013	
GQ868614.1	10684	0	2008	2009	
GU131886.1	10678	0	2001	2009	
EU482509.1	10690	0	2007	2008	
HM631867.1	10680	0	2006	2010	
FJ639708.1	10677	0	2005	2009	
FJ639768.1	10648	0	2001	2009	
KP188567.1	10618	0	2013	2014	
HM582116.1	10713	0	1974	2010	
FJ882517.1	10688	0	2006	2009	
KM403612.1	10714	0	2013	2014	
DQ672556.1	10735	0	na	2006	
GU131699.1	10486	0	2008	2009	
FM210211.1	10691	0	2003	2008	
FJ850063.1	10679	0	2000	2009	
GQ199845.1	10690	0	2006	2009	
FJ461322.1	10638	0	2008	2008	
EU660416.1	10678	0	2007	2008	
KF744404.1	10176	0	1996	2013	
FJ882533.1	10690	0	2006	2009	
FJ639782.1	10654	0	2003	2009	
JQ045680.1	10688	0	na	2011	
KJ830750.1	10718	0	2014	2014	
AY766104.1	10696	0	na	2004	
JF920395.1	10605	0	2009	2011	
GU131732.1	10680	0	2008	2009	
GQ199851.1	10690	0	2006	2009	
FJ461314.1	10678	0	2007	2008	
GQ199783.1	10690	0	2007	2009	
HM181978.1	10566	0	2009	2010	
JF920406.1	10681	0	2010	2011	
FJ744711.1	10678	0	2001	2009	
KF041256.1	10675	0	2006	2013	
GU131764.1	10471	0	2008	2009	
KJ189277.1	10693	0	2007	2014	
HQ166030.1	10540	0	2009	2010	
FJ432740.1	10682	0	2007	2008	
FJ205885.1	10680	0	2008	2008	
EU179857.1	10709	0	2005	2007	
FJ898373.1	10680	0	2007	2009	
KJ189320.1	10445	0	2007	2014	
EU482517.1	10690	0	2007	2008	
FJ850116.1	10660	0	2007	2009	
FJ898454.1	10669	0	2006	2009	
KC762692.1	10707	0	2010	2013	
FJ898434.1	10680	0	2007	2009	
EU569694.1	10680	0	2007	2008	
FJ432728.1	10638	0	2007	2008	
FJ182021.1	10690	0	2007	2008	
GU131973.1	10560	0	2007	2009	
AY744147.1	10713	0	na	2004	
FJ898466.1	10679	0	2000	2009	
AY732480.1	10735	0	1994	2004	
KJ189273.1	10693	0	2007	2014	
GQ868622.1	10679	0	2003	2009	
EU920845.1	10666	0	2006	2008	
FJ182035.1	10691	0	2007	2008	
FJ687431.1	10676	0	2001	2009	
FJ024479.1	10690	0	2006	2008	
JQ513343.1	10604	0	2011	2012	
FJ410231.1	10671	0	2007	2008	
FJ639826.1	10654	0	2008	2009	
FJ562102.1	10638	0	2007	2008	
GQ868551.1	10639	0	2008	2009	
HM181976.1	10539	0	2009	2010	
JQ920479.1	10671	0	1996	2012	
GQ868571.1	10663	0	2002	2009	
KX380798.1	10697	0	2012	2016	
GU131920.1	10486	0	2008	2009	
EU081181.1	10707	0	2004	2007	
AY744680.1	10707	0	na	2004	
FJ410227.1	10680	0	2007	2008	
EU482739.1	10678	0	1994	2008	
FJ639823.1	10675	0	2006	2009	
AY732474.1	10735	0	1980	2004	
KF971869.1	10583	0	2013	2013	
EU081189.1	10707	0	2005	2007	
EU677150.1	10691	0	2007	2008	
KF955472.1	10639	0	2004	2013	
FJ639781.1	10648	0	2003	2009	
EU482475.1	10678	0	2007	2008	
FJ882595.1	10606	0	1998	2009	
GQ199776.1	10676	0	2007	2009	
FJ024451.1	10690	0	2007	2008	
EU482447.1	10678	0	2006	2008	
EU482824.1	10690	0	2006	2008	
FJ461303.1	10691	0	2007	2008	
AB189120.1	10735	0	na	2004	
GU131854.1	10517	0	2006	2009	
KC762631.1	10735	0	2008	2013	
KC294215.1	10723	0	2010	2012	
EU482457.1	10663	0	2006	2008	
JQ045648.1	10672	0	na	2011	
FJ024463.1	10690	0	2007	2008	
FJ176780.1	10735	0	2006	2008	
AY776330.1	10353	0	na	2004	
GQ199815.1	10690	0	2007	2009	
KJ189295.1	10694	0	2006	2014	
FJ547090.1	10641	0	2007	2008	
KX380839.1	10674	0	2012	2016	
KM279573.1	10723	0	2012	2014	
EU081208.1	10707	0	2005	2007	
JN638572.1	10656	0	2008	2011	
GU131869.1	10525	0	2007	2009	
JQ822247.1	10653	0	2010	2012	
FJ639723.1	10648	0	2003	2009	
FJ024447.1	10690	0	2007	2008	
EU081269.1	10735	0	2005	2007	
GU131861.1	10526	0	2007	2009	
KC692503.1	10735	0	2009	2013	
KJ189345.1	10444	0	2009	2014	
GU131881.1	10531	0	2008	2009	
EU482550.1	10678	0	1998	2008	
KJ189280.1	10692	0	2007	2014	
GQ199778.1	10690	0	2007	2009	
EU482540.1	10690	0	2006	2008	
FJ639733.1	10670	0	2005	2009	
KC762645.1	10735	0	2008	2013	
DQ672562.1	10735	0	2001	2006	
JQ045672.1	10631	3	na	2011	
FJ410210.1	10672	0	2007	2008	
KF921914.1	10362	0	2009	2013	
GQ868530.1	10662	0	2008	2009	
KF921934.1	10447	0	2006	2013	
EU660415.1	10711	0	2007	2008	
JN093516.1	10393	0	2008	2011	
GQ868645.1	10606	0	2007	2009	
HQ332174.1	10649	0	2007	2010	
GU131719.1	10462	0	2008	2009	
KC762651.1	10735	0	2007	2013	
JX669500.1	10707	0	2005	2012	
HM181953.1	10472	0	2007	2010	
GQ199894.1	10669	0	2005	2009	
JF262779.1	10667	0	1975	2011	
HQ332180.1	10735	0	2006	2010	
GU318317.1	10500	6486	na	2009	
FJ024423.1	10690	0	2005	2008	
EU660397.1	10690	0	2006	2008	
GQ199802.1	10690	0	2007	2009	
EU482736.1	10678	0	1994	2008	
KJ596671.1	10649	0	2012	2014	
KM279605.1	10176	0	2009	2014	
FJ469908.1	10642	0	2003	2008	
EU482638.1	10680	0	2007	2008	
FJ373305.1	10690	0	2006	2008	
JN819408.1	10620	0	2001	2011	
HQ166033.1	10539	0	2009	2010	
GQ398294.1	10723	0	1994	2009	
EU081280.1	10735	0	2006	2007	
KF973458.1	10290	0	2012	2013	
EU482582.1	10679	0	1989	2008	
GQ398268.1	10724	0	1975	2009	
EU569718.1	10663	0	1997	2008	
JN697379.1	10696	0	2006	2011	
FM210230.1	10687	0	2003	2008	
GQ199874.1	10667	0	2004	2009	
FJ898469.1	10663	0	2001	2009	
GU131705.1	10408	0	2008	2009	
FJ639696.1	10684	0	2007	2009	
DQ645548.1	10644	0	na	2006	
JQ513338.1	10604	0	2011	2012	
KJ189349.1	10384	0	2011	2014	
JN819416.1	10667	0	2000	2011	
GU131813.1	10474	0	2008	2009	
EU569703.1	10663	0	1996	2008	
EU482643.1	10678	0	2006	2008	
KF955385.1	10572	0	2007	2013	
JX669504.1	10707	0	2006	2012	
GQ868556.1	10679	0	2005	2009	
EU854297.1	10606	0	1998	2008	
FJ898393.1	10687	0	2005	2009	
FJ882552.1	10690	0	2007	2009	
KJ189369.1	10456	0	2011	2014	
EU249493.1	10690	0	2006	2007	
FJ410252.1	10684	0	2007	2008	
JX669471.1	10736	0	1999	2012	
GU131968.1	10487	0	2007	2009	
KF955415.1	10508	520	2006	2013	
EU081186.1	10695	0	2005	2007	
GQ199854.1	10690	0	2006	2009	
EU482659.1	10678	0	2006	2008	
FM210243.2	10604	0	2004	2008	
KJ189361.1	10522	0	2010	2014	
GU131706.1	10467	0	2008	2009	
AY702037.1	10722	0	na	2004	
JX669479.1	10726	0	2010	2012	
FJ882548.1	10684	0	2007	2009	
GQ398309.1	10724	0	1994	2009	
FJ850113.1	10690	0	2005	2009	
FJ639791.1	10647	0	2004	2009	
GQ868628.1	10659	0	2005	2009	
FJ882592.1	10606	0	2008	2009	
FJ687446.1	10679	0	2001	2009	
FJ898415.1	10672	0	2006	2009	
KJ189347.1	10444	0	2009	2014	
KM403597.1	10714	0	2013	2014	
GQ199860.1	10652	0	2008	2009	
FJ410196.1	10689	0	2007	2008	
FJ461315.1	10690	0	2007	2008	
FJ432725.1	10676	0	2007	2008	
KT726346.1	10663	0	2002	2015	
GU131809.1	10474	0	2008	2009	
KM279554.1	10723	0	2012	2014	
FJ024460.1	10690	0	2007	2008	
JN903578.1	10715	0	2007	2011	
EU482704.1	10678	0	2007	2008	
AY835999.4	10727	0	na	2004	
KF954947.1	10675	0	2013	2013	
FJ639816.1	10648	0	2005	2009	
FJ882540.1	10690	0	2006	2009	
KM403587.1	10714	0	2013	2014	
FJ196853.1	10723	0	2003	2008	
EU529692.1	10648	0	2006	2008	
FJ182040.1	10652	0	2005	2008	
EU482782.1	10678	0	2003	2008	
DQ401691.1	10707	0	na	2006	
GU131835.1	10479	0	2004	2009	
KC964093.1	10723	0	2001	2013	
EU482626.1	10679	0	2007	2008	
EU687244.1	10678	0	2004	2008	
GQ868524.1	10690	0	2007	2009	
KJ189287.1	10694	0	2008	2014	
EU482819.1	10688	0	2006	2008	
FJ898389.1	10690	0	2005	2009	
FJ639738.1	10566	0	1998	2009	
GU131829.1	10476	0	2008	2009	
KC692504.1	10735	0	2009	2013	
DI402999.1	10723	0	na	2014	
KC294222.1	10723	0	2002	2012	
GQ199838.1	10690	0	2005	2009	
KF955508.1	10536	0	2007	2013	
FJ898381.1	10680	0	2007	2009	
FJ461306.1	10690	0	2007	2008	
KJ189272.1	10693	0	2007	2014	
FJ898439.1	10680	0	2008	2009	
KJ189262.1	10692	0	2004	2014	
FJ410198.1	10675	0	2007	2008	
KM403599.1	10670	0	2013	2014	
HM756282.1	10539	0	2009	2010	
FJ850072.1	10677	0	2000	2009	
GQ868642.1	10595	0	2007	2009	
EU482585.1	10678	0	1989	2008	
JX286526.1	10630	0	2010	2012	
KC294200.1	10724	0	2007	2012	
FJ639758.1	10648	0	2001	2009	
JN054255.1	10735	0	2010	2011	
JF937614.1	10444	0	2008	2011	
EU482599.1	10679	0	2005	2008	
KM279522.1	10723	0	2011	2014	
JQ915081.1	10572	0	2009	2012	
FJ850077.1	10684	0	2003	2009	
EU081211.1	10675	0	2005	2007	
AF317645.1	10696	0	na	2000	
JF459993.1	10735	0	2002	2011	
GU131905.1	10638	0	2008	2009	
KJ438293.1	10724	0	2013	2014	
KX380812.1	10722	0	2012	2016	
EU482591.1	10690	0	2006	2008	
EU677173.1	10690	0	2007	2008	
EU482571.1	10678	0	1987	2008	
JF327392.1	10723	0	2009	2011	
KC762674.1	10723	0	2008	2013	
GQ868584.1	10552	0	2004	2009	
KX380828.1	10723	0	2013	2016	
FJ639679.1	10690	0	2003	2009	
KJ189322.1	10445	0	2007	2014	
EU687199.1	10678	0	2003	2008	
JQ922554.1	10654	0	1963	2012	
HQ541794.1	10476	0	2005	2010	
JF808118.1	10707	0	2002	2011	
JF937629.1	10683	0	2010	2011	
JN697057.1	10735	0	2005	2011	
EU726778.1	10690	0	2007	2008	
HM469968.1	10735	0	2007	2010	
FJ639746.1	10648	0	2000	2009	
JF808122.1	10707	0	2003	2011	
EU482803.1	10690	0	2006	2008	
AY858048.2	10707	0	na	2004	
AB479042.1	10647	0	2002	2009	
KM190937.1	10267	0	1964	2014	
GU131752.1	10470	0	2008	2009	
KF973475.1	10615	0	2012	2013	
FJ390375.1	10650	0	1999	2008	
HM181937.1	10468	0	2006	2010	
KJ189259.1	10692	0	2002	2014	
FJ390378.1	10690	0	1998	2008	
GQ868610.1	10690	0	2007	2009	
EU482505.1	10690	0	2007	2008	
KC762654.1	10735	0	2007	2013	
EU482606.1	10668	0	2007	2008	
FJ410233.1	10663	0	2008	2008	
GQ868564.1	10690	0	2006	2009	
FJ639764.1	10566	0	2001	2009	
KP188563.1	10654	0	2013	2014	
JX669476.1	10723	0	2010	2012	
KJ622193.1	10706	0	2013	2014	
FJ882544.1	10673	0	2006	2009	
EU482630.1	10680	0	2007	2008	
AF169682.1	10723	0	na	1999	
FJ461326.1	10638	0	2007	2008	
EU482610.1	10690	0	2007	2008	
KM403632.1	10714	0	2013	2014	
KC762660.1	10723	0	2007	2013	
GQ199807.1	10690	0	2007	2009	
EU482478.1	10690	0	2007	2008	
EU529703.1	10649	0	1998	2008	
KT726341.1	10663	0	2001	2015	
FJ898416.1	10689	0	2006	2009	
KJ189344.1	10444	0	2009	2014	
GU318316.1	10500	6486	na	2009	
GU318314.1	10500	6486	na	2009	
FJ205875.1	10690	0	1995	2008	
FJ810419.1	10690	0	2006	2009	
FJ850053.1	10679	0	2005	2009	
EU081258.1	10735	0	2005	2007	
